acc_id,Exp,Playtime,Game_Money_Change,Pledge,Combat
2,0.0,0.9960773325861584,0.352885749564279,0.0,0.0
5,0.006509231387437338,0.06653251483736213,0.35338220199821646,0.004146059229147911,6.864694965539914e-05
8,0.08563468548203665,0.2045390865788736,0.3529796205354117,0.15048813838936032,0.0031193998224697513
17,0.03349865621287769,0.3097378944955296,0.3528246165588698,0.05125828153119147,0.006404809485777789
20,0.0008263832220878189,0.2784329707837693,0.35171973079068564,0.06930359959913095,0.008866662083225705
21,0.05543992167042082,0.2375506253343182,0.3529827783605445,0.0008501185463170119,0.0005505859574203385
31,0.0008830682180297297,0.8932219363712779,0.3530783801050587,0.029581219202274578,0.023116848160247134
38,0.0004808596083233746,0.7705494281566007,0.35343316078725434,0.008112321734030462,0.0043479075374632985
41,0.0,2.547186632364553e-05,0.352913963049182,9.590113209138167e-05,0.0
43,0.003612903969539708,0.054356962734659564,0.35232583278189405,0.022255288514593373,0.0011465045200574446
50,0.0,0.8457933212766499,0.35295096457373426,0.0,0.0
53,0.003897672518677439,0.9676507297689699,0.34981069187508185,0.008244679437071063,0.0453056578270776
54,0.19920211317621003,0.3332993708449017,0.3529186271099793,0.015974324040010115,0.009695460588949507
59,0.0,0.9943452456761506,0.3524698680451389,0.0,0.0
62,0.16456341411387995,0.41379046842762146,0.3530121712641738,0.03177880848078334,0.013972366470983266
63,0.0001534169392197203,0.38768180544588493,0.3528701911167514,3.7513973183616073e-06,6.935212974397183e-05
65,0.0,0.6914847550880056,0.35304956192633674,0.0,0.0
66,0.001185114411427286,0.5068646679742225,0.3543426418282539,0.033523812882973854,0.0017624128967643783
67,0.0002233952102171849,0.18502763697496105,0.35098082042207984,0.05600623632538997,0.03980094848438124
69,0.0011862740304689476,0.25265544206423984,0.35262805285047355,0.04725106202669729,0.02362239037539006
75,0.000823867124668271,0.06115795104307292,0.3528996242538736,0.02067896746748571,6.864694965539914e-05
76,0.0,0.9911867342520185,0.352913963049182,0.0,0.0
77,0.0,0.991161262385695,0.352913963049182,0.0,0.0
79,0.0,0.991517868514226,0.35371026525824034,0.0,0.0
81,0.10111222607524781,0.45235487404162084,0.3549107911714708,0.040849212477203405,0.005258485226454712
86,0.0,0.9929442930283502,0.3511712547090436,0.0,0.00013729389931079828
91,0.04156722168531456,0.8952596856771694,0.38686686854105545,0.050632255735581985,0.022880665673820817
92,0.005779495688894616,0.9677780891005882,0.35290629934778234,0.014328645356637668,0.013214949900457098
97,0.0,0.9911357905193713,0.35344171374966116,0.0,0.00043189504016054683
98,0.001453093570994533,0.8804350594768076,0.349353080983551,0.03384828650102767,0.16694570827726302
100,0.12213561708429678,0.20499758017269926,0.3529193054888286,0.006872790085669442,0.006529351914373594
113,0.0008139554892130006,0.13928016505769375,0.35265077148502655,0.0005763577813371875,0.002740193143991651
119,0.020240787143756107,0.9196107898825746,0.35288120473759177,0.025371743029710153,0.011181011149019277
125,2.8290320544385297e-05,0.011411396112993199,0.3532269529547949,0.00012214216070374496,0.0
129,0.0025352831044229626,0.9755215364629766,0.35265531347062423,0.006304230177362167,0.0037969860600948423
133,0.13500340343340525,0.13464428538679024,0.35291734513708756,0.05536513235977091,0.0008503239560041989
137,0.0,0.9923329682365826,0.35410048266622124,0.0004011936585787045,0.0
138,0.07549483440560784,0.07060801344914538,0.3529158154395228,0.076670762906665,0.001516498736055682
140,0.0026518469646357326,0.03212002343411701,0.3529486796962562,0.0006692929589725517,0.0
145,0.0005752196231287751,0.09513742071881608,0.35297970329359885,0.003475927142323072,0.0012845035994568156
147,1.4506996763487578e-05,0.00045849359382561957,0.3529139538843772,0.004223180905657504,0.0
149,0.02129923644324936,0.5354441019893527,0.3529410346910583,0.0007836597665802616,0.007583296410434582
154,0.1502952925866794,0.1346697572531139,0.3536811980717727,0.050359942558528895,0.015255697815104878
155,0.002684150569434453,0.8699151786851423,0.35295610043868125,0.03447033759471407,0.025172400128224668
158,0.01386149936193374,0.043072925953284595,0.35287063038584415,0.031801946208384106,0.002363771530036006
160,0.1280188395222107,0.12608573830204536,0.3529375439085681,0.034896891447944466,0.02014951939410751
161,0.0018172761531417435,0.17277566927328764,0.3528637405605596,0.000904327711308893,0.001217267009978562
163,0.0021218576038945004,0.637025904888051,0.35286225934481213,0.0,0.015255105592239852
